id,text,span
120,"Tema sõnul on nüüd tõestatud , et omalaadsed rahnud ehk bretšad , mida võib leida näiteks Põõsaspea neemel ja Toomaninal , on kokku tsementeerunud meteoriidiplahvatuse energia toimel .","{'start': 90, 'end': 106, 'text': 'Põõsaspea neemel', 'labels': ['LOC']}"
121,Umbes 500 aastat pärast katastroofi elasid Pärnu jõe ääres Pulli asulas juba inimesed .,"{'start': 43, 'end': 52, 'text': 'Pärnu jõe', 'labels': ['LOC']}"
122,Ilusaima maakodu tiitli sai perekond Linholmile kuuluv Tiigi talu Prangli saarel .,"{'start': 66, 'end': 80, 'text': 'Prangli saarel', 'labels': ['LOC']}"
123,Et Pärnu jõe nimekuju bwnw meenutab pigem Düna ehk Daugava jõge .,"{'start': 51, 'end': 63, 'text': 'Daugava jõge', 'labels': ['LOC']}"
124,"Lisaks linna veevõrgule võetakse vee kvaliteediproove ka pinnavee haardest , Ülemiste järve suunduvatest sissevoolu kanalistest , Ülemiste järvest , erinevate vee puhastusprotsesside käigus , puhastatud joogiveest ja ka linna põhjavee puurkaevudest .","{'start': 130, 'end': 146, 'text': 'Ülemiste järvest', 'labels': ['LOC']}"
125,""" Kahjuks on käesoleva talve jäämurdmise küsimus Pärnu lahel ja sadamates siiani lahendamata , ei ole selge millal ja milline jäämurdja hakkab akvatooriumi laevatatavana hoidma .","{'start': 49, 'end': 60, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
126,"Vesi siiski maa alla ei jää , tuleb poole kilomeetri pärast Tuharu allikate varjunime all jälle nähtavale ning voolab sealt lõpuks Vihterpalu jõkke .","{'start': 60, 'end': 75, 'text': 'Tuharu allikate', 'labels': ['LOC']}"
127,Ent alates 1988. aastast langeb Prudhoe lahe tootlikkus pidevalt .,"{'start': 32, 'end': 44, 'text': 'Prudhoe lahe', 'labels': ['LOC']}"
128,"Keskkriminaalpolitsei esitas süüdistuse Järvamaa kuritegeliku "" autoriteedi "" Andres Mardo tapmisega seotud isikutele , Mardo laip leiti juuni alguses Pärnu jõest .","{'start': 151, 'end': 162, 'text': 'Pärnu jõest', 'labels': ['LOC']}"
129,"Kagu-Aasia eksperdi Paolo Pasicolani hinnangul kuulusid Singapuris arreteeritud islamiekstremistid salajasse terroriorganisatsiooni , mille eesmärgiks on islamiriigi rajamine Malaisia , Indoneesia ja Filipiinide saartel .","{'start': 200, 'end': 219, 'text': 'Filipiinide saartel', 'labels': ['LOC']}"
130,"Tema porgandite hind kerkis Pirita rannas 50 kroonini kui "" ootamatult "" kohale saabunud mundris mehed ta võõraste tüütamise pärast kongi pistsid .","{'start': 28, 'end': 41, 'text': 'Pirita rannas', 'labels': ['LOC']}"
131,"Saksamaa , Šotimaa , Island , Leedu , Fääri saared .","{'start': 38, 'end': 50, 'text': 'Fääri saared', 'labels': ['LOC']}"
132,"Keenia rünnak ja kaks varasemat , kui möödunud kuul Bali saarel hukkus paarsada inimest ja paarkümmend aprillis Tuneesia saarel Djerbas , vastasid bin Ladeni uutele juhtnööridele .","{'start': 52, 'end': 63, 'text': 'Bali saarel', 'labels': ['LOC']}"
133,"Ühes muistendis kaob talu pulmalistega mürinal maa sisse , kuid selline silmapiirilt kadumise kartus valdab Pärnu ja Sauga jõe äärsete majade omanikkegi , sest seal võib pinnas nagu suusamäel jalge alt minema sõita .","{'start': 117, 'end': 126, 'text': 'Sauga jõe', 'labels': ['LOC']}"
134,"Piirkondadena , kus kinnisvara arendada , võttis Trigon toona sihikule Ciovo saare Spliti linna lähedal ning Rogoznica linna ja ka Spliti vanalinna .","{'start': 71, 'end': 82, 'text': 'Ciovo saare', 'labels': ['LOC']}"
135,"USA firma leidis Atlandi ookeanist 17. sajandil uppunud laevast 17 tonni kulda ja hõbedat ning nüüd püüavad varandust endale nõutada nii leiu teinud firma , laeva omanikmaa Inglismaa kui lasti omanik Hispaania .","{'start': 17, 'end': 34, 'text': 'Atlandi ookeanist', 'labels': ['LOC']}"
136,""" Ma olen väga veendunud , et kõik peaksid austama rahvusvahelisi seadusi , "" ütles Steinmeier oma visiidil Põhja-Jäämeres asuvale Norrale kuuluvale Spitzbergeni saarel paiknevasse Ny Alesundi uurimisjaama .","{'start': 149, 'end': 168, 'text': 'Spitzbergeni saarel', 'labels': ['LOC']}"
137,"See tähendab , et suurimal erakonnal on Grenada saarel umbes kümme kohta 15-st ( tervelt 69% ! ) ja Briti parlamendis ootaks umbes 289 kohta 650-st ( 45% ) , kuigi tegelikult on olnud natuke rohkem : 53% .","{'start': 40, 'end': 54, 'text': 'Grenada saarel', 'labels': ['LOC']}"
138,"Kuigi enamik Vormsi saare elanikest on eestlased , kuulub 80% sealsest maast välismaalastele ning 10% riigile , mis teeb sealsete kohalike elanike olukorra keeruliseks .","{'start': 13, 'end': 25, 'text': 'Vormsi saare', 'labels': ['LOC']}"
139,Veeteede ameti peadirektor määras jäämurdetööde alguseks Pärnu lahel 6. veebruari .,"{'start': 57, 'end': 68, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
140,"Aprillis kujundavad Eesti ilma peamiselt Briti saartelt üle Lõuna-Skandinaavia itta liikuvad madalrõhkkonnad ja kevade alguse ilm sarnaneb pigem sügisega : keskmisest jahedam ja sajune , aeg-ajalt on oodata ka lund .","{'start': 41, 'end': 55, 'text': 'Briti saartelt', 'labels': ['LOC']}"
141,"Tšehhis ja Saksamaal linnu uputanud Elbe jõgi on hakanud tasapisi oma sängi tagasi tõmbuma , jättes järele purustatud ja risustatud maa , Doonau jõgi on aga täie hooga voolamas üle kallaste Horvaatias ja Serbias .","{'start': 138, 'end': 149, 'text': 'Doonau jõgi', 'labels': ['LOC']}"
142,"Praeguse Hiltoni asedirektori Aafrika , India ookeani ja Vahemere idaosa regioonides ja tulevase Scandic Hotelsi tegevjuhi Frank Fiskersi sõnul omandati viie aasta jooksul , mil Scandic kuulus Hiltoni alla , palju teadmisi ja süsteeme , mis toetavad Scandicu juhtivat positsiooni Põhja-Euroopas .","{'start': 40, 'end': 53, 'text': 'India ookeani', 'labels': ['LOC']}"
143,"Forum Cinemase andmetel suutis režissööride Andres Maimiku ja Rain Tolgi linateos Eesti taasiseseisvuse aja avanädalavahetuste box office'i edetabelis jõuda lausa üheksanda kohani - seda tabelit juhivad "" Kariibi mere piraadid : Surnud mehe aardekirst "" , "" Jääaeg 2 "" ja "" Matrix Revolutions "" .","{'start': 205, 'end': 217, 'text': 'Kariibi mere', 'labels': ['LOC']}"
144,Möödunud aastal leiti Vääna jõest naise surnukeha .,"{'start': 22, 'end': 33, 'text': 'Vääna jõest', 'labels': ['LOC']}"
145,"Ameerika-Indoneesia teadlaste grupp leidis Florese saarel džunglis asuvast lubjakivikoopast skeleti , mis näis olevat kuulunud nn kääbikule , vahendab BBC .","{'start': 43, 'end': 57, 'text': 'Florese saarel', 'labels': ['LOC']}"
146,Egiptuses võimule tulnud Gamal Abdel Nasser ühendas Egiptuse ja Süüria armee ning natsionaliseeris eurooplaste kontrolli all olnud Suessi kanali .,"{'start': 131, 'end': 144, 'text': 'Suessi kanali', 'labels': ['LOC']}"
147,"Innarahul koos hülgeuurijate Mart ja Ivar Jüssiga hallhülgeid loendamas käinud Vilsandi rahvuspargi direktor Arvo Kullapere ütles , et põhjuseks võib olla Liivi lahte kattev merejää , kus suur osa hülgeid oma järglased ilmale toob .","{'start': 155, 'end': 166, 'text': 'Liivi lahte', 'labels': ['LOC']}"
148,"Piirivalvurid trahvisid laupäeval 180 krooniga 43 isikut , kes olid vaatamata kehtivale keelule läinud Peipsi järve jääle , samas pühapäeval pole keegi keelust üle astunud .","{'start': 103, 'end': 115, 'text': 'Peipsi järve', 'labels': ['LOC']}"
149,Narva jõe Omuti kärestikule paigaldatakse turbiinid kiire vooluga kohtadesse üksteise järel .,"{'start': 0, 'end': 9, 'text': 'Narva jõe', 'labels': ['LOC']}"
150,""" Torule plaanitakse Soome lahe madalamatesse osadesse süvendada kanalid ning sellega paisataks osa peentest setetest vees üles ja need kanduksid laiali , "" osutas TÜ Eesti mereinstituudi teadusdirektor Georg Martin , lisades samas , et nii lahustuksid vette tagasi setetes kinni olnud toit- ja ka reostusained .","{'start': 21, 'end': 31, 'text': 'Soome lahe', 'labels': ['LOC']}"
151,"Peamine tööstuslik kalapüüdja neil järvedel on Reiljani naabrimehe Mati Everti firma , kellest tulevikus võib saada Vooremaa järvede rentnik .","{'start': 116, 'end': 132, 'text': 'Vooremaa järvede', 'labels': ['LOC']}"
152,"TALLINN , 16. juuni ( EPLO ) - Tallinna tolliinspektuur kontrollis eile Soome lahes Pakri saarte läheduses madalikul seisvat kuivlastilaeva Celtic Spirit ning avastas , et sellega veetakse lisaks deklareeritud kaubale salasigarette .","{'start': 72, 'end': 83, 'text': 'Soome lahes', 'labels': ['LOC']}"
153,"Ma võin kasvõi Pärnu randa naiste paradiisi päevitama minna ja ma tahaks näha , kes julgeb mind sealt ära ajada , ehkki mul on habe ees !","{'start': 15, 'end': 26, 'text': 'Pärnu randa', 'labels': ['LOC']}"
154,Täna õhtul sõitis Tallinna lahes Kopli neeme juures karile tanker Weserstern .,"{'start': 33, 'end': 44, 'text': 'Kopli neeme', 'labels': ['LOC']}"
155,"Jaamad kerkivad Inglismaa Ida- ja Looderannikule , Walesi põhjarannikule ning ka Thamesi suudmealale .","{'start': 81, 'end': 100, 'text': 'Thamesi suudmealale', 'labels': ['LOC']}"
156,"TALLINN , 30. juuni ( EPLO ) - Ainsa pakkujana võitis riigihanke reisijate liiniveoks Aegna saarele Saaremaa Laevakompanii .","{'start': 86, 'end': 99, 'text': 'Aegna saarele', 'labels': ['LOC']}"
157,Seoses Põduste jões leviva vähikatkuga keelatakse sellel aastal Saaremaal jõevähi püük .,"{'start': 7, 'end': 19, 'text': 'Põduste jões', 'labels': ['LOC']}"
158,"Riikliku looduskaitsekeskuse Põlva-Valga-Võru regiooni poolt korraldatud Piusa koobaste kindlustaja riigihankele tuli ainult üks pakkumine , milleks osutus OÜ Kolmeti .","{'start': 73, 'end': 87, 'text': 'Piusa koobaste', 'labels': ['LOC']}"
159,"Valitsus korrigeeris neljapäeval , 15. märtsil maamaksu Paganamaa ja Piusa jõe ürgoru maastikukaitsealal ning Karula rahvuspargis , lisaks kolmes maakonnas asuvatel metsise püsielupaikadel .","{'start': 69, 'end': 78, 'text': 'Piusa jõe', 'labels': ['LOC']}"
160,"Pirita rannas hoolitseb heakorra eest OÜ Grün- E , Kakumäel OÜ Season , Harku järve rannas Sandese Hooldusteenuste OÜ , Põhja- Tallinnas Pikakari rannas tagab heakorra AS Jaakson & KO ja Stroomi rannas AS TEHO .","{'start': 72, 'end': 83, 'text': 'Harku järve', 'labels': ['LOC']}"
161,Eile hommikul uppus Tallinna lahel sukeldumisel 36-aastase sukeldumisstaažiga PADI Divemasteri kategooriat omav jaapanlanna Noriko Kowa .,"{'start': 20, 'end': 34, 'text': 'Tallinna lahel', 'labels': ['LOC']}"
162,"Seaduse toime ulatub kümneid kilomeetreid Tuhkvitsa ojast ja Piusa jõest üles-ja allavoolu , vasakut ja paremat kätt .","{'start': 61, 'end': 72, 'text': 'Piusa jõest', 'labels': ['LOC']}"
163,"Varasematel aastatel on Kihnu saare ja mandri vahel liikunud ainult OÜ Kihnu Liin praam Jõnn , mis tegi reise vaid Kihnu ja Munalaiu vahel .","{'start': 24, 'end': 35, 'text': 'Kihnu saare', 'labels': ['LOC']}"
164,"Kakumäe rand oli muide ainus rand , mis oli reostusevaba hooaja lõpuni .","{'start': 0, 'end': 12, 'text': 'Kakumäe rand', 'labels': ['LOC']}"
165,"Lennuk kukkus alla veidi pärast Punase mere kuurordist Sharm el-Sheikhist õhku tõusmist , õhusõiduk oli teel Pariisi .","{'start': 32, 'end': 43, 'text': 'Punase mere', 'labels': ['LOC']}"
166,Sama kehtib ka Yellowstone'i jõe ning teiste ojade kohta .,"{'start': 15, 'end': 32, 'text': ""Yellowstone'i jõe"", 'labels': ['LOC']}"
167,Aadria meri ikka veel soe,"{'start': 0, 'end': 11, 'text': 'Aadria meri', 'labels': ['LOC']}"
168,"Sini-must-valge lindi ees seistes tänasid linnapea Väino Linde ja Pärnumaa asemaavanem Heiki Mägi kõiki , kes Pärnu jõe kahe kalda vahelise ühendustee taastamisele kaasa aitasid .","{'start': 110, 'end': 119, 'text': 'Pärnu jõe', 'labels': ['LOC']}"
169,""" Igal aastal tuleb Rannavärava mäele paarsada inimest , "" ütles Pärna .","{'start': 20, 'end': 37, 'text': 'Rannavärava mäele', 'labels': ['LOC']}"
170,"Eestis on vaid kolm jõge , kus looduses kasvanud lõhed kudemas käivad - peale Kunda ka Vasalemma ja Keila jõgi .","{'start': 100, 'end': 110, 'text': 'Keila jõgi', 'labels': ['LOC']}"
171,"Esialgne digitaalnumbrite maht pannakse üles Kadaka tee ning Vana-Narva maantee ümbruses ja Paljassaare poolsaarel , et seda tulevikus laiendada .","{'start': 92, 'end': 114, 'text': 'Paljassaare poolsaarel', 'labels': ['LOC']}"
172,Paldiskisse viiva maantee suvine remont võib Paldiski linnapea Jaan Mölderi sõnul segada juulis Pakri poolsaarel toimuvaid rahvusvahelisi rahuvalveõppusi Baltic Challenge .,"{'start': 96, 'end': 112, 'text': 'Pakri poolsaarel', 'labels': ['LOC']}"
173,"24.06.2004 kella 12.05 ajal leiti Tallinnas Kloostrimetsa teel Pirita jõe äärest seni kindlakstegemata mees , kellel oli noahaav kaelas .","{'start': 63, 'end': 73, 'text': 'Pirita jõe', 'labels': ['LOC']}"
174,"Siiski peab ta tõenäoliseks vee värvumise põhjuseks humiinaineid , mis satuvad Võsu lahte jõeveega .","{'start': 79, 'end': 89, 'text': 'Võsu lahte', 'labels': ['LOC']}"
175,ühe- kuni 15-aastased luiged veetsid suve kolmel Kadrioru tiigil .,"{'start': 49, 'end': 64, 'text': 'Kadrioru tiigil', 'labels': ['LOC']}"
176,"Soome lahe sadamad on jäävabad ning viimastel päevadel valitsenud soojalaine lükkab sadamate jäätumise edasi jaanuari lõppu , mil on oodata suuremat külma , ütles jäästaabi liige , RE Tallinna Sadama sadamakapten Eduard Hunt .","{'start': 0, 'end': 10, 'text': 'Soome lahe', 'labels': ['LOC']}"
177,"Jaanalinnukasvatuse algus Eestis elas edukalt üle esimese tagasilöögi , sest üks kuuest Rootsist Vilsandi saarele toodud linnust paranes tõsisest jalavigastusest .","{'start': 97, 'end': 113, 'text': 'Vilsandi saarele', 'labels': ['LOC']}"
178,15. veebruaril leidis juhuslik möödakäija Türisalu panga vahetust lähedusest Poliitšuki surnukeha .,"{'start': 42, 'end': 56, 'text': 'Türisalu panga', 'labels': ['LOC']}"
179,"Muusikateadlane Priit Kuusk tegeleb esmapilgul kahe teineteisest valgusaastate kaugusel asuva muusikamaailmaga : ühelt poolt kirjutab ta muusika tippsündmustest Viinis , New Yorgis või Berliinis , on pidevas kontaktis Neeme Järviga , teiselt poolt aga puhub elu sisse Prangli saare kultuurielule , juhatades sealset Rahvamaja ja andes lastele muusikatunde .","{'start': 268, 'end': 281, 'text': 'Prangli saare', 'labels': ['LOC']}"
180,"Eesti kaitsejõudude peastaap teatas teisipäeval , et 2. augustil kell 15.31 sisenes Venemaa õhujõudude An-30 ilma loata Vaindloo saare juures Eesti õhuruumi .","{'start': 120, 'end': 134, 'text': 'Vaindloo saare', 'labels': ['LOC']}"
181,""" El Nino näib olevat ära teeninud "" aasta patuoina "" tiitli , kuid tema arvele võiks kirjutada ka haruldaselt vähesed tormid Põhja-Atlandil ja Kabiiri merel , "" öeldakse aruandes .","{'start': 144, 'end': 157, 'text': 'Kabiiri merel', 'labels': ['LOC']}"
182,"Keskkonnaametnik ei kujuta aga ette , et demineeritud Pakri saarel kunagi talu pidada saaks , sest sealne maa on metallitükke täis .","{'start': 54, 'end': 66, 'text': 'Pakri saarel', 'labels': ['LOC']}"
183,"Tallinna ja Helsingi vahel sõitval resilaeval Wasa Queen töötab automaatne mereseiresüsteem , mis annab kiiret infot Soome lahe vee seisundi kohta .","{'start': 117, 'end': 127, 'text': 'Soome lahe', 'labels': ['LOC']}"
184,Tiskre-Hansu nimeline elurajoon on planeeritud Haabersti linnaossa Kakumäe poolsaare tippu .,"{'start': 67, 'end': 84, 'text': 'Kakumäe poolsaare', 'labels': ['LOC']}"
185,"Mullu detsembris kinnitatud maakorralduskava alusel tehakse praegu Ruhnu saare ja küla planeeringut , mille põhjal hakatakse kevadel maid tagastama .","{'start': 67, 'end': 78, 'text': 'Ruhnu saare', 'labels': ['LOC']}"
186,Eesti rahvuskala tiitlile võiks kohalike vete asukate kõrval kandideerida ka India ja Atlandi ookeanides elav Malacanthus latovittatus ehk siis sinine blanquillo luts .,"{'start': 86, 'end': 104, 'text': 'Atlandi ookeanides', 'labels': ['LOC']}"
187,Vene päevaleht kommenteeris Venemaa vastuvõtmist Aasia ja Vaikse ookeani majanduskoostöö organisatsiooni ( APEC ) liikmeks .,"{'start': 58, 'end': 72, 'text': 'Vaikse ookeani', 'labels': ['LOC']}"
188,""" Oli ime , et 1994. aasta suvilapõlengu ajal pool Ruhnu saart maha ei põlenud , suvila asus ju otse keset metsa , "" ütles Ruhnu vallavolikogu esimees Priit Meerits .","{'start': 51, 'end': 62, 'text': 'Ruhnu saart', 'labels': ['LOC']}"
189,"TALLINN , 3. juuni ( EPLO ) - Veemoto Liidu president ja tuntud ärimees Paul-Toomas Hage sai pühapäeval Viljandi järvel peetud kiirpaadisõidu Eesti meistrivõistluste avaetapil raskelt viga , kirjutab Postimees .","{'start': 104, 'end': 119, 'text': 'Viljandi järvel', 'labels': ['LOC']}"
190,"Politsei kohalkäik oli keset Liivi lahte asuva Ruhnu saare jaoks haruldane asi , sest saarel tuleb politsei sekkumist ette haruharva .","{'start': 47, 'end': 58, 'text': 'Ruhnu saare', 'labels': ['LOC']}"
191,""" Rääkisime aastaid : Struugat vaja süvendada , Narva jõega siduvad kanalid avada , aga tuldi alles nüüd , kui jõeski hakkab vesi otsa saama , "" kostab kurblik külavanem .","{'start': 48, 'end': 59, 'text': 'Narva jõega', 'labels': ['LOC']}"
192,"Tallinna lahel pandi punkt Baltimaade suurimale ja tähtsaimale purjelauavõistlusele Audi Neilpryde Baltic Cup , mille viimasel etapil noppisid esikoha 18-aastane Johannes Ahun ning 17-aastane Maarja Niinemets .","{'start': 0, 'end': 14, 'text': 'Tallinna lahel', 'labels': ['LOC']}"
193,"Viimane suurem ehitus oli Ruhnu saarel mõni aasta tagasi valminud sadam , kuid praegu on lisaks koolimaja kavandamisele käsil kaks ehitust .","{'start': 26, 'end': 38, 'text': 'Ruhnu saarel', 'labels': ['LOC']}"
194,Pärnu rannas maksab parkimispilet neli krooni,"{'start': 0, 'end': 12, 'text': 'Pärnu rannas', 'labels': ['LOC']}"
195,1923. aastal jagasid britid oma mandaatpiirkonna Palestiina kaheks administratiiv-alaks - juutidele anti Jordani jõest läände jääv osa ja araablastele ida poole jääv osa .,"{'start': 105, 'end': 118, 'text': 'Jordani jõest', 'labels': ['LOC']}"
196,"Hiljuti Mustjala pangal toimunud ränga keskkonnarikkumise avastasid just maausulised , kes läksid 13. juulil Panga hiide karusepäeva ehk kesksuvepüha tähistama .","{'start': 8, 'end': 23, 'text': 'Mustjala pangal', 'labels': ['LOC']}"
197,"Eile algas Rootsis Estlinki merekaabli laadimine spetsiaalsele laevale , millega elektrikaabel septembri keskpaigaks Soome lahele transporditakse ja siin merepõhja paigutatakse .","{'start': 117, 'end': 129, 'text': 'Soome lahele', 'labels': ['LOC']}"
198,"Eesti piirivalvelaev Kati ja Soome piirivalvelaev Merikarhu viibisid pühapäeval Vaindloo saare piirkonnas , et uurida laupäeval kaubalaeva Runner-4 uppumiskohast avastatud reostuslaiku .","{'start': 80, 'end': 94, 'text': 'Vaindloo saare', 'labels': ['LOC']}"
199,Ruhnu saarest 12 kilomeetri kaugusel loodes triivival jääpangal märkas teisipäeval pruunkaru ühe Liivi lahel olnud kalalaeva meeskond .,"{'start': 97, 'end': 108, 'text': 'Liivi lahel', 'labels': ['LOC']}"
200,Vanema sõnul sobib Stroomi rand väga hästi supelrannaks .,"{'start': 19, 'end': 31, 'text': 'Stroomi rand', 'labels': ['LOC']}"
201,1905 vallutas Jaapan saare lõunaosa .,"{'start': 14, 'end': 26, 'text': 'Jaapan saare', 'labels': ['LOC']}"
202,Umbes kaks tundi hiljem uppus Dongjia saare lähistel kalalaev 27 inimesega pardal .,"{'start': 30, 'end': 43, 'text': 'Dongjia saare', 'labels': ['LOC']}"
203,Teine reostusala avastati Keri saarest üheksa kilomeetri kaugusel põhjas .,"{'start': 26, 'end': 38, 'text': 'Keri saarest', 'labels': ['LOC']}"
204,"Nõiakaev hangib oma vett Tuhala jõest , mis voolab osaliselt maa all , kui tavaliselt kaob Tuhala jõgi maa alla Nõiakaevust mõnesaja meetri kaugusel paepinnases olevasse lõhesse nimega Ämmaauk , siis praeguse kuivaga saab jõgi juba sadakond meetrit varem otsa - ühes kohas imeb maapind lihtsalt vee endasse ja edasi läheb jõgi juba maa all .","{'start': 91, 'end': 102, 'text': 'Tuhala jõgi', 'labels': ['LOC']}"
205,Hallhülgeid loendati eelmise suve alguses Soome saarestikus sadakond .,"{'start': 42, 'end': 59, 'text': 'Soome saarestikus', 'labels': ['LOC']}"
206,"Kõige rohkem õliklompe nähti Tarjamaa saarekese ja Kiljatu järvest väljuva oja vahelisel alal , Haagi lõuka põhjarannal olid adru sees üksikud klombid .","{'start': 51, 'end': 66, 'text': 'Kiljatu järvest', 'labels': ['LOC']}"
207,"Sampo panga , Nordea panga ja teenusepakkuja First Data Internationali vaheline koostööleping Baltimaadesse uue sularahaautomaatide võrgu ehitamiseks allkirjastati 17. augustil Tallinnas .","{'start': 0, 'end': 11, 'text': 'Sampo panga', 'labels': ['LOC']}"
208,"Soovimata end Nõukogude armee üksustele vangi anda , sõitis Indres kaatriga koos ühe Saksa ohvitseri ja kolme Saksa sõduriga Rootsi Gotlandi saarele .","{'start': 132, 'end': 148, 'text': 'Gotlandi saarele', 'labels': ['LOC']}"
209,"Teiseks tasub meenutada , et La Manche'i kanalit või Taani väinu ei kõlba Soome lahega võrrelda , sest seal puuduvad jääolud .","{'start': 53, 'end': 64, 'text': 'Taani väinu', 'labels': ['LOC']}"
210,"Tallinna lahes saavutatakse maksimaalne veeseis +100cm täna hilisõhtul , kella 23 paiku ja merevesi jääb samale tasemele kuni hommikuni .","{'start': 0, 'end': 14, 'text': 'Tallinna lahes', 'labels': ['LOC']}"
211,Kaitseliidu korraldusel 23. juunil Saaremaal Küdema lahel toimuvast mereparaadist võtavad osa üheksa riigi sõjalaevastikud .,"{'start': 45, 'end': 57, 'text': 'Küdema lahel', 'labels': ['LOC']}"
212,"Ei ole võimalik käega lüüa , kui vaid 600 km kaugusel Soome lahest visatakse inimesi ülikoolist välja vaid sellepärast , et nad julgevad tahta endale uut riigipead .","{'start': 54, 'end': 66, 'text': 'Soome lahest', 'labels': ['LOC']}"
213,"Paar tundi hiljem teavitas aga politsei juhtimiskeskus Falcki , et Pirita rannas viibivad noorukid lõhuvad riietuskabiine .","{'start': 67, 'end': 80, 'text': 'Pirita rannas', 'labels': ['LOC']}"
214,"Norilskist 140 kilomeetri kaugusel asub Lama järv , mille ääres oli Eesti , Läti ja Leedu ohvitseride vangilaager .","{'start': 40, 'end': 49, 'text': 'Lama järv', 'labels': ['LOC']}"
215,""" Kuna looduskaitsekuu selle aasta teema on randade ja rannikualade kaitse , korraldame looduskaitsekuu avaürituse aastal esmakordselt puhkealana kasutusele võetud Paljassaare poolsaarel , "" kommenteeris keskkonnaametit kureeriv abilinnapea Olga Sõtnik .","{'start': 164, 'end': 186, 'text': 'Paljassaare poolsaarel', 'labels': ['LOC']}"
216,Põhja- ja Kesk-Ameerika ning Kariibi mere tsooni ( CONCACAF ) ametnikud tõotasid kolmapäeval alustada võitlust jalgpallipiletite võltsijate vastu .,"{'start': 29, 'end': 41, 'text': 'Kariibi mere', 'labels': ['LOC']}"
217,"Värska lahes ja Palojärves 25 , Rõuge Suurjärves , Mooste järves , Viljandi järves , Pühajärves , Türi paisjärves , Kubija järves , Tamula järves ja Elva Verevi järves 24 , Saaremaa Karujärves , Anne kanalis , Rõuge Kaussjärves , Paide paisjärves ja Pärnu jões 23 , Harku järves , Lämmijärves , Peipsi järves ja Emajões 22 ning Mustvee lahes 18 kraadi .","{'start': 67, 'end': 82, 'text': 'Viljandi järves', 'labels': ['LOC']}"
218,"Juunikuu külastajaterekordid registreeris Falck Tallinna randades 18. kuupäeval , kui Stroomi rannas oli tipphetkel 12 000 ja Pirital 7000 inimest .","{'start': 86, 'end': 100, 'text': 'Stroomi rannas', 'labels': ['LOC']}"
219,"Esmakordselt osalevad tantsu- ja laulupeol ka külalised teiseltpoolt Peipsi järve , tantsijad Venemaa Pihkva oblasti Dedovitši rajoonist .","{'start': 69, 'end': 81, 'text': 'Peipsi järve', 'labels': ['LOC']}"
220,"Pärast Lätis tankimist oli jäälõhkuja eilseks jõudnud Irbeni väina ning jätkab teekonda Pärnu suunas , ütles Pärnu sadama asedirektor Riho Prints .","{'start': 54, 'end': 66, 'text': 'Irbeni väina', 'labels': ['LOC']}"
221,"Väike lõik merd , mille Eesti sai Lätilt Irbeni väina ja Sõrve poolsaare vahel , kalurite sõnul traalipüügiks kõlbulik pole .","{'start': 57, 'end': 72, 'text': 'Sõrve poolsaare', 'labels': ['LOC']}"
222,"Allergiat põhjustavate mürgiste sinivetikate kolooniad on seni olnud avamerel ja Ruhnu saare ümbruses , kuid nüüd on need jõudnud supluspiirkonda .","{'start': 81, 'end': 92, 'text': 'Ruhnu saare', 'labels': ['LOC']}"
223,"Parklad asuvad Paldiski maantee ääres Õismäe trollide lõpp-peatuses , Lasnamäe kanali alguses busside lõppjaamas Neste tankla taga Ümera tee 31 ees , Pirital Regati baari juures ja Pärnu maanteel endise Kalevi kommivabriku vastas olevas parklas .","{'start': 70, 'end': 85, 'text': 'Lasnamäe kanali', 'labels': ['LOC']}"
224,"Keskkonnaministri määrus ( 15.1. ) kehtestab Harju maakonnas ( sh rannaküla staatusega EV pealinn Tallinn ) järgmised piirarvud püügivahenditele : õnged - 3000 , seisevvõrgud - 3400 , seda seitsmele vallale , kolmele linnale ning Prangli saarele !","{'start': 230, 'end': 245, 'text': 'Prangli saarele', 'labels': ['LOC']}"
225,Poole tunni pärast kadus kopter Venemaa aladel Kolpino saare kohal radari ekraanilt .,"{'start': 47, 'end': 60, 'text': 'Kolpino saare', 'labels': ['LOC']}"
226,"Täna Pirita halduskogu istungil kõne alla tulev Pirita ranna detailplaneering jätab lastele mänguruumi ka Pirita jõe ääres , kus seni pesitsevad surfarid .","{'start': 48, 'end': 60, 'text': 'Pirita ranna', 'labels': ['LOC']}"
227,Jääpangal pika merereisi läbi teinud karu maabus Ruhnu saarel ja asus sinna elama .,"{'start': 49, 'end': 61, 'text': 'Ruhnu saarel', 'labels': ['LOC']}"
228,"Punavalges vormis rannavalvurid on Tallinnas Pirita , Stroomi , Kakumäe ja Harku järve rannas tööpäeviti kella 9-20 ja laupäeval , pühapäeval kella 9-21.","{'start': 75, 'end': 86, 'text': 'Harku järve', 'labels': ['LOC']}"
229,"Kuigi viimaste päevade soojade ilmadega on peesitajaid ja niisama jalutajaid Pärnu rannas hulgaliselt , avatakse rannahooaeg ametlikult homme , kirjutab Pärnu Postimees .","{'start': 77, 'end': 89, 'text': 'Pärnu rannas', 'labels': ['LOC']}"
230,""" Algul lendame mõnisada kilomeetrit Soome lahest siia ja sinnapoole , kuid hiljem tahame laieneda kogu Läänemerd katvaks firmaks , "" ei tee ta tulevikust saladust .","{'start': 37, 'end': 49, 'text': 'Soome lahest', 'labels': ['LOC']}"
