sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
15889776,91,94,isa,nom,"Maria oma laste pärast ei nurise : « Kui siiagi tulevad , siis kallistavad Georgi nagu oma isa .",advcl,"com,nom,sg"
21302439,38,42,vana,nom,kiizu_Kittyn: poizu kes kallistab kui vana sa oled ?,advcl,"nom,pos,sg"
877970,51,56,talve,gen,"Hea oleks ja vähegi kannataks teha suusarada , kui talve jooksul oleks kolm-neli lumesadu ning pärast sadu kerget sula , mis sulatab lume põhja külge kinni ning siis oleks vaja , et uuesti külmetaks .",advcl,"com,gen,sg"
1559559,12,16,sõna,nom,"Ja nii nagu sõna "" siin "" , kannatavad ka Laimre ja Semperi teosed keelefiltri puudumise all ; ka neil teostel pole tähendust , vaid kõigest osutus .",advcl,"com,nom,sg"
1927627,16,27,katastroofi,gen,"Nagu Tšernobõli katastroofi puhulgi , kannatavad ka praeguse Vene majanduskriisi tõttu õnnetud naabrid .",advcl,"com,gen,sg"
2449735,121,124,isa,nom,"Rootsi kroon-printsess Victoria andis esmakordselt avalikkusele teada , et kannatab düsleksia all nagu ka tema kuningast isa Carl XVI Gustav , kirjutasid eile Rootsi ajalehed .",advcl,"com,nom,sg"
4205974,35,40,jääma,ill,"Juhul kui mõlemad lennukid peaksid jääma lennuväljale paremaid päevi ootama , kannataks ka merereostuse seire .",advcl,"ill,main,ps,sup"
4656415,125,129,head,nom,"Kepp lisas , et firmasisene suhtlemine keskvõimu Riiga kolimise all ei kannata , kuna telefoni ja elektronposti ühendused on head .",advcl,"nom,pl,pos"
4968176,28,33,joote,gen,"Tervis kannatab vähem , kui joote kvaliteetset alkoholi ning peate mõõtu .",advcl,"com,gen,sg"
5349926,148,153,sööma,ill,"Toomas Savi näiteks oli esiti väga hirmul , ta oli endale isegi punase rätiku ümber suu sidunud , nagu kannataks hambavalu käes - noh , et ei peaks sööma !",advcl,"aux,ill,ps,sup"
6814925,23,28,tahte,gen,""" Kuna tegemist on hea tahte üleskutsega , siis tallinlased , kelle elukoht on juba siin registreeritud , ei kannata sellest märkimisväärselt , kui osa kirju satubki valele aadressile , "" märkis Alaküla .",advcl,"com,gen,sg"
8302233,12,16,sõna,nom,"Ja nii nagu sõna “ siin ” , kannatavad ka Laimre ja Semperi teosed keelefiltri puudumise all ; ka neil teostel pole tähendust , vaid kõigest osutus .",advcl,"com,nom,sg"
9660751,163,170,ajalugu,nom,"Raamatu VI peatükk “ Poliitilised ideoloogiad ” näib kannatavat teatava kammitsetuse all , nagu kogu meie heitlik ideoloogilise võitluse ja revolutsiooniliikumise ajalugu , kuna ideoloogilis-teoreetilised moonutused ja valestimäletamised ei ole Pätsi valitsusajast peale võimaldanud sündmusi ja isikuid objektiivselt käsitleda .",advcl,"com,nom,sg"
10840748,120,123,isa,nom,"Rootsi kroonprintsess Victoria andis esmakordselt avalikkusele teada , et kannatab düsleksia all nagu ka tema kuningast isa Carl XVI Gustaf , kirjutasid eile Rootsi ajalehed .",advcl,"com,nom,sg"
11398600,68,71,oma,gen,"Iga sulega kannatas teha vaid ühe töö , see oli nagu akvarelli enda oma .",advcl,"gen,sg"
12335907,15,20,raske,nom,"Kui oled liiga raske või alakaaluline , kannatab kõik , alustades luudest ja lõpetades südamega .",advcl,"nom,pos,sg"
13136816,152,155,oma,gen,"Sellest lähtuvalt üritati uued hinnad määrata nii , et alaliste sõitjate rahakott kannataks vähem kui linna külaliste või harva ühisliiklust kasutajate oma .",advcl,"gen,sg"
16928282,0,6,Proovi,gen,"Proovi esialgu vähemaks võtta , siis ehk kannatab paremini vaadata .",advcl,"com,gen,sg"
19622183,44,48,mina,nom,Sad-Girl: lass kannatab sis sama moodi nagu mina praegu,advcl,"com,nom,sg"
20600554,40,44,Shad,nom,jessicaz: nuh siis ise kannatab :) sest Shad is da krabamatu,advcl,"nom,pl,prop"
10751026,75,80,saama,ill,"“ Vaikne hääl südames kannustas mind endast andma kõik , sest sellest pidi saama minu võidupäev , ” lisas leedulanna , kel maailmameistriks olemise tunne juba tuttav - neli aastat tagasi võitis ta juunioride grupisõidu .",advcl,"ill,main,ps,sup"
503314,133,137,koha,gen,"Vaadates teise ešeloni meeste viimast sõitu Soomes , jäi mulje , et kuigi nad on tavalistel distantsidel sageli kusagil poolesajanda koha peal , ei karda nad Veerpalu-Mae ja Šmigunide eeskujul enam sugugi võita .",advcl,"com,gen,sg"
608842,13,18,lõime,adit,"Kui me klubi lõime , kartsid mõned puudega noored , et jäävad ka siin tervete liikmete varju ja ikka tõrjutuks .",advcl,"adit,com,sg"
1368519,144,152,käkitegu,nom,"Lasnamäel elav Heikki kardab kümneliikmelise kassiparve pärast oma koduhoovi puhta autoga sõita , sest auto mudaga mäkerdamine on kiisude jaoks käkitegu .",advcl,"com,nom,sg"
4201764,65,73,kuritegu,nom,"Nüüd kardan Valgemetsas metsa minna , sest metsas käimine on kui kuritegu .",advcl,"com,nom,sg"
4534460,146,151,kiire,nom,"Saku Õlletehase juhatuse esimees Cardo Remmel ütles , et kuigi ettevõtte peamise konkurendi A. Le Coqi areng on paari viimase aasta jooksul olnud kiire , ei karda Saku Õlletehas oma 48-protsendilist turuosa Eesti õlleturul kaotada .",advcl,"nom,pos,sg"
4703115,34,39,sööma,ill,"Ma ei karda , sest midagi peab ju sööma .",advcl,"ill,main,ps,sup"
4703118,13,17,liha,nom,"Kui on Eesti liha , siis ma ei karda .",advcl,"com,nom,sg"
5211864,146,151,kiire,nom,"Saku Õlletehase juhatuse esimees Cardo Remmel ütles , et kuigi ettevõtte peamise konkurendi A. Le Coqi areng on paari viimase aasta jooksul olnud kiire , ei karda Saku Õlletehas oma 48-protsendilist turuosa Eesti õlleturul kaotada .",advcl,"nom,pos,sg"
5212396,13,18,lõime,adit,"Kui me selle lõime , siis kartsin , et äkki venelased viigistavad . """,advcl,"adit,com,sg"
5278378,216,219,esi,nom,"Vähe sellest , "" Palju õnne argipäevaks ! "" tegeleb teemaga , mida oleme harjunud nägema välismaiste dramaturgide pilgu läbi - alates Albee' draamast "" Kes kardab Virginia Woolfi ? "" kuni hiljuti Eesti Draamateatris esi-",advcl,"com,nom,sg"
5356267,141,145,vana,nom,"Vaid üks vastanu ütles , et pärast Sharoni valimist kardab ta Iisraeli saatuse pärast , sest tema sõnul on selle riigi uus peaminister liiga vana , et juhtida riiki sellisel keerulisel perioodil .",advcl,"nom,pos,sg"
5980728,15,17,au,gen,"Kuigi nad olid au sees ja klassikud , inimesed ikkagi nagu kartsid nende juurde minna .",advcl,"com,gen,sg"
6390326,95,100,käima,ill,"Tavaliselt vastan , et kardan pidevalt , kuna ajakirjanikutöö spetsiifika tõttu pean teinekord käima politsei- operatsioonidel ja kardan , et minu fotoaparaat seal mingi hullu käe läbi kannatada saab .",advcl,"ill,mod,ps,sup"
8453998,34,38,rõdu,gen,"Kui selle tõu välised tunnused on rõdu ja nurgatorniga maja kallis rajoonis ning prestiizhne auto , siis kardan , et mul on veel tugevasti arenguruumi .",advcl,"com,gen,sg"
10524091,0,4,Tõsi,nom,"Tõsi küll , kardan , et sel ajal , kui ball toimub , on mul endal etendus ja vaevalt et mul teatripäeval mingit suuremat pidu tuleb .",advcl,"com,nom,sg"
11811940,134,138,sõna,nom,"Kuigi Marina võib suurtes asjades elus karastunud olla , ei ole see nii pisiasjades , sest Marina suust kuuleb peaaegu sama tihti kui sõna "" fantastiline "" fraasi "" ma kardan ! """,advcl,"com,nom,sg"
12797424,59,63,vana,nom,"Kõige rohkem ma kardan oma vanaema pärast , sest ta on nii vana ja ta ei ole sugugi nõus , et ma läheksin Brüsselisse .",advcl,"nom,pos,sg"
13325665,48,51,elu,nom,"Ma ei karda mikrofoni , see on mulle nagu teine elu .",advcl,"com,nom,sg"
13539564,57,61,lõbu,nom,"Nad ju kardavad haigeks jääda , kuna see on liiga kallis lõbu .",advcl,"com,nom,sg"
16334101,31,35,vana,nom,"Ma ei saa aru , kui teem aasta vana , siis kõik kardavad seda tõsta  Minu klassi siis selline , tüdrukud on päris normid , siis paar normaalset , paar « titte » lapsiku mõtlemisviisiga , paar imelikku , kes kardavad vabalt olla , lihtsalt lohhid , paar normaalset veel , isegi minu sõbrad ja lõpuks üks tõeliselt loll , enda arust klassi liider , kuna teeb mingit enda bändi , kitarrigi ei oska mängida , armastab olla tähelepanu kuskpuntis ja solvata teisi ning kõige lollim kamp neid kes ei taha sellele tähelepanu keskpunktis olevale selges teha , et ta pole mingi liider , need ikka jaatavad temaga , et jaa sa räägid õiget juttu , vaadake kõik me räägime klassi liidriga , me oleme normaalsed , mis sa loll vahid seal ja siis klassi liider ka ära vahi seal loll ja kõik koos liidriga kohe vastikult naerma , on *****d .",advcl,"nom,pos,sg"
2518099,37,40,oma,gen,""" Nad kasutavad riigi vara nagu enda oma ja eelistavad ühtesid firmasid teistele , "" lausus ta .",advcl,"gen,sg"
2991077,109,112,oma,gen,""" Naabrite tütar marsib meile uksekella andmata sisse , jalanõusid ära ei võta , meie kodu kasutab nagu enda oma .",advcl,"gen,sg"
3422806,80,86,krooni,gen,"C2000 kasutab vaheladu Soomes Vantaas , kus on kaupa ligikaudu veerand miljardi krooni eest .",advcl,"com,gen,sg"
7269721,195,205,koostisosa,nom,"Teaduse ja tehnika arenedes on meie igapäevasesse elu- ja töökeskkonda toodetud üha uusi materjale , masinaid ja seadmeid , mis asuvad õhus , ning suur osa neist kasutab õhku kui tööks vajalikku koostisosa .",advcl,"com,nom,sg"
8076373,119,124,raske,nom,"Staabiülem  Aare Evisalu  andmetel on Lepajõe Euroopas kasutanud vähemalt nelja eri nime , mistõttu on tema tegevusest raske täit pilti saada .",advcl,"nom,pos,sg"
9745444,12,16,head,nom,"Kui need on head , siis kasutame , aga tihti tuleb endal teha .",advcl,"nom,pl,pos"
11930153,35,40,raske,nom,"Kuna hiigelsuurtel meestel on väga raske suguliste vajaduste rahuldamisel olla aktiivsem pool , kasutavad nad Rannikmaa sõnul rikishi-poosi ( rikishi on sumotoride hellitusnimi Jaapanis - A. K. ) .",advcl,"nom,pos,sg"
14903392,88,92,mäda,nom,Kunagi 3-4a tagasi ise ostsin nad 650 eekuga ja siiani suht vähe kasutanud kuna juhe on mäda ja uut juhet ei ole viitsinud ka sebida .,advcl,"nom,pos,sg"
15210313,34,39,kiire,nom,"Ise kasutan/kasutaks  kuna see on kiire ja usaldusv22rne aga ma ei tea kuidas selle fyysilise osaga oleks , nemad annaks ainult key .",advcl,"nom,pos,sg"
15472731,19,23,paha,nom,"Kui palgaarmee nii paha on , siis miks USA kui maailma esimene riik kõiges , mis puutub militariseeritusse , kasutab palgaarmeed ?",advcl,"nom,pos,sg"
15936473,56,63,jäävaba,nom,"Et Vergi on põhjaranniku sadamaist tihti teistest kauem jäävaba , kasutavad mitmed kohalikud kalalaevad Vergit alalise ankrupaigana .",advcl,"nom,pos,sg"
15955022,49,54,saama,ill,"ei saa aru , kasutan elioni kust selle info siis saama peax ?",advcl,"ill,mod,ps,sup"
16024399,36,44,Download,nom,Kunagi kasutasin sellist proge nagu Download Demon .,advcl,"nom,pl,prop"
16439008,61,65,nohu,nom,"Riidest parimad , ainult siis kasutan paberist kui väga kõva nohu on .",advcl,"com,nom,sg"
16544168,115,123,kuritegu,nom,""" Te ei kasuta ju oma relva ühtemoodi pantvangide võtja , pangaröövli või autovarga vastu , kuigi ka autovargus on kuritegu , "" ütles Jospin .",advcl,"com,nom,sg"
17158126,21,28,sdsl -i,gen,Kas keegi kasutab ET sdsl -i ?,advcl,"gen,nominal,sg"
17158172,21,28,sdsl -i,gen,Kas keegi kasutab ET sdsl -i ?,advcl,"gen,nominal,sg"
17180756,15,24,kontrolli,gen,"Kui OS on Sinu kontrolli all ka siis , kui keegi teine seda kasutab , kasuta OSi logisid .",advcl,"com,gen,sg"
17314394,7,12,kiire,nom,kui on kiire ja raha tuleb niikuinii juurde siis osta SE W800. ise kasutan ja olen superrahul .,advcl,"nom,pos,sg"
17372620,61,65,mälu,nom,muidu lahe aga inimesed kasutavad nii kui nii mobiiltelefoni mälu .,advcl,"com,nom,sg"
1193627,102,105,osa,nom,"Raamatu ületamine pole tema väge kahandanud , vaid pigem kasvatanud , sest ta on nüüd ise hüperteksti osa ja kujutab enesest justkui selle pikendust .",advcl,"com,nom,sg"
8057033,52,57,raske,nom,"Ole aga kasvatab kera veelgi suu remaks , nii et on raske määratleda , kas see on mõttetühi õhupall või hoopis mõtteist küllastu nud tarkusepomm , mis iga hetk plahvatades võib meid teabega üle kallata .",advcl,"nom,pos,sg"
13890232,0,5,Lõime,gen,"Lõime esimese eestikeelse profimeeskonna , kasvatasime tipptasemel mängijad .",advcl,"com,gen,sg"
1807606,12,17,raske,nom,"Kui on väga raske , katsuge end mõneks ajaks töölt vabaks võtta või saavutada , et teie töökoormust ajutiselt vähendataks .",advcl,"nom,pos,sg"
3878825,61,66,raske,nom,"Katsume selle asemel vaadata asja lihtsamalt , ehkki on üsna raske lihtsalt seletada asju , mis juba üle kuuekümne aasta ei ole leidnud ühest seletust ja mis siiani põhjustavad "" veriseid "" vaidlusi kvantmehaanikat üdini tundvate füüsikute vahel .",advcl,"nom,pos,sg"
4989115,169,174,selle,gen,"Pensionäride endi tarvis ses saates vaevalt midagi uut on , pigem peegeldab nende mõtteid , et katsu sa väärikalt vananeda , kui rahakoti sisu ja ühiskonna suhtumine on selle vastu , ja teeb nad veel muserdatumaks .",advcl,"gen,sg"
5736547,61,66,kiire,nom,"Estil omakorda märkis , et kui Veerpalu oli Albus üllatavalt kiire , siis tema katsub kodurajal veel nobedam olla .",advcl,"nom,pos,sg"
6187535,56,61,raske,nom,"Ja teine soovitus veel : kuna kulu on poole aasta pealt raske kokku hoida , katsuge tulu suurendada .",advcl,"nom,pos,sg"
8058721,53,57,homo,nom,"Aga katsu sa New Yorgi kunstielus läbi lüüa , kui sa homo ei ole .",advcl,"com,nom,sg"
9002139,35,40,käima,ill,"Et uued rattad pidid esimest korda käima “ ikka raskeste ” , siis katsume neid allpool natuke määrida .",advcl,"aux,ill,ps,sup"
10072645,20,25,raske,nom,"Kuigi see võib olla raske , katsuge oma alateadvusest lõpuks ometi välja juurida seos Sangari ja meestesärkide vahel .",advcl,"nom,pos,sg"
14897280,0,6,proovi,gen,"proovi telekas ja arvuti yhe faasi kylge viia ... kui see ei aita , siis katsu seadmed galvaaniliselt eraldada audiojuhe peaks saama kahe kondekaga eraldatud ( trafo oleks muidugi parm , ent kesto viitsib ) . .",advcl,"com,gen,sg"
17116493,39,44,saama,ill,"Kui ma tulevikus töö ajal aega peaksin saama , katsun Su nõuannet järgida .",advcl,"ill,main,ps,sup"
17171147,22,30,monitori,gen,"Kui sul on midagi LCD monitori vastu , siis katsu seda kuidagimoodi teaduslikumalt põhjendada .",advcl,"com,gen,sg"
17476729,44,48,küla,nom,"Maailmamastaabis me siin Eestis ju nagu üks küla olemegi , katsume siis sel aastal paremini laste eest ja laste heaks tegusid teha .",advcl,"com,nom,sg"
17476729,44,48,küla,nom,"Maailmamastaabis me siin Eestis ju nagu üks küla olemegi , katsume siis sel aastal paremini laste eest ja laste heaks tegusid teha .",advcl,"com,nom,sg"
5282449,49,56,sellist,part,"Tema sõnul ei saa vaidlustada Venemaa keeldu kui sellist , sest igal riigil on õigus oma kodanike ja loomade tervist kaitsta , kuid probleem on kala , kalatoodete ja lihatoodete impordikeelu ulatuses .",advcl,"part,sg"
3414501,83,92,manifesti,gen,"Lewis "" rebib need lahti aegunud usudogmadest ja kehtestab kui tänapäeva eduka äri manifesti "" .",advcl,"com,gen,sg"
19902034,61,70,siberiski,gen,Siberi_Karu: alates tänasest kepivad tartu inimesed nii nagu siberiski,advcl,"com,gen,sg"
1244320,73,80,Porsche,nom,"Tänu sellele kiirendab 1900 kg kaaluv sõiduk 0-100 km/h sama ruttu , kui Porsche 911 Turbo - vaid 4,7 sekundiga .",advcl,"nom,prop,sg"
13447611,73,80,Porsche,nom,"Tänu sellele kiirendab 1900 kg kaaluv sõiduk 0-100 km/h sama ruttu , kui Porsche 911 Turbo - vaid 4,7 sekundiga .",advcl,"nom,prop,sg"
2117533,104,107,isa,nom,"Praegu kiitis Kongress resolutsiooni heaks suurema enamusega kui 1991. aastal , kui praeguse presidendi isa George Bush Sr .",advcl,"com,nom,sg"
2970767,70,75,käima,ill,""" See on kõige parem moodus , "" kiitis ta , sest õpilased peavad läbi käima kogu kadalipu alates mullatöödest ja lõpetades ukseluku paigaldamisega .",advcl,"ill,main,ps,sup"
4567839,91,95,kava,nom,"Haridusministeerium on "" Hea alguse "" programmi heaks kiitnud kui ühe võimaliku algõpetuse kava .",advcl,"com,nom,sg"
7098245,51,55,kena,nom,"Naljakas vaid , miks ei kiitnud Kusti Matile , kui kena on elu ja kuis elada tasub , nagu seda varem igaüks paljusõnaliselt , lobisevalt oli teinud .",advcl,"nom,pos,sg"
8839683,78,82,homo,nom,"“ Näituse soosimine tähendab , et Jeesus kiidab asja heaks , kui ta ise lausa homo ei ole , ” rääkis Põder .",advcl,"com,nom,sg"
16499287,47,50,äri,nom,"“ Kui NRG tehing on kahe ettevõtte omavaheline äri , millesse valitsusel pole õigust sekkuda , siis mis õigusega kiitis ta heaks lepingu puhtmajanduslikud tingimused : kohustuslikult ostetava energia kogus , energia hind jm selline ?",advcl,"com,nom,sg"
16752721,161,165,kena,nom,"Naised , öelge ausalt , kui teil oleks kymme keskmist palka , korras elamine , kodune mees , kes laitmatult absoluutselt kõik ära teeb ja pärast veel kiidab kui kena ja ainulaadsed just teie olete .",advcl,"nom,pos,sg"
17777296,277,282,raske,nom,"Tartus vähemalt nii ( minu kogemuste põhjal ) , et kui just mingit kampaaniat pole , siis enne trahvi tegemist pakuvad osta 25 eegist päevakaarti , kui ütled , et oleg tudeng ja tõesti raha pole ( ja mammid tagant reast kiidavad kah takka , et eks jah tänapäeval ole õpilastel raske ) , siis pakuvad 8 eegist piletit ja kui seda ka osta ei taha , tõstavad bussist maha ( nii teevad naised eelkõige ) .",advcl,"nom,pos,sg"
20099443,30,34,kida,gen,Godess: kes kiidab kui ise ei kida,advcl,"com,gen,sg"
889453,217,222,raske,nom,"Kaleva tõdeb , et salaliiduteooriad pole ei Soomes , Eestis ega Rootsis kanda kinnitanud ning avalik arvamus on heaks kiitnud uurimiskomisjoni otsuse visiiri murdumisest , sest motiivi laeva tahtlikule uputamisele on raske välja mõelda .",advcl,"nom,pos,sg"
1287035,167,172,saama,ill,"Vene presidendiks kandideeriv Vladimir žirinovski ütles Hispaania ajalehele , et ta kiidaks heaks tuumarelva kasutamise juhul , kui Balti riigid peaksid NATO liikmeks saama .",advcl,"aux,ill,ps,sup"
2929337,102,105,oma,gen,"Mõlemal on allakirjutatud piirileping Venemaaga ning Eesti parlament on selle ka heaks kiitnud , Läti oma veel mitte .",advcl,"gen,sg"
8544721,72,80,protesti,gen,"Vesteldes Villuga selgus seegi , et kuigi ta parajasti millegi vastu ei protesti , kiidab ta heaks igasuguse protesti , mida praegune pungipõlvkond avaldab .",advcl,"com,gen,sg"
12528884,167,172,saama,ill,"Vene presidendiks kandideeriv Vladimir Žirinovski ütles Hispaania ajalehele , et ta kiidaks heaks tuumarelva kasutamise juhul , kui Balti riigid peaksid NATO liikmeks saama .",advcl,"aux,ill,ps,sup"
18886509,70,75,raske,nom,"Kümme pilti osteti ära , 22 kinkisin pealekauba , sest suuri pilte on raske endal hoida ja eksponeerida . ”",advcl,"nom,pos,sg"
4508132,103,108,saama,ill,"Kuigi täna lennujaam töötab , on see siiski kaoses , sest siiajäänud inimesed peavad ju kuidagi minema saama , kirjeldas eile olukorda Barcelonas elav Kristel Raesaar .",advcl,"aux,ill,ps,sup"
5136839,52,57,karpi,adit,"Ta kirjeldas maja kui kolme üksteise sisse asetatud karpi , millest igaüks on erinevat värvi .",advcl,"adit,com,sg"
6063498,80,91,mesilaspesa,nom,"Usutavam on aga asjatundjate arvamus , kes kirjeldavad al-Qaidat kui segilöödud mesilaspesa , mille asukad kannavad elu mõtet ( st püha sõda uskmatute vastu ) kõikjale mujale , kus selleks soodne pinnas on .",advcl,"com,nom,sg"
8178476,75,80,jooma,ill,"Ta kirjeldas ka rituaali kaarikute võiduajamistelt , kus võitja pidi alati jooma ära karikatäie koirohulehtedel tõmmanud veini selleks , et tal seisaks meeles , et igal võidul on olemas ka oma mõru pool .",advcl,"ill,mod,ps,sup"
9171676,126,131,vaene,nom,"Autor on samuti ameeriklane , kuid iiri päritolu ning raamatus kirjeldabki ta oma lapsepõlve Limerickis , kus elu oli üpriski vaene ja rõõmutu .",advcl,"nom,pos,sg"
12768601,161,165,pesa,nom,"Teisipäeval USA maineka kirjandusauhinnaga National Book Award pärjatud romaan Parandused ( The Corrections ) kirjeldab Leedu pealinna Vilniust kui kuritegevuse pesa , kus on krooniline söe- ja elektripuudus ning jäine uduvihm , kus paugutatakse möödasõitvatest autodest ning peale hobuseliha suurt muud süüa ei ole .",advcl,"com,nom,sg"
14063443,47,58,muinasjuttu,adit,"Austraalia ajakirjandus kirjeldab toimuvat kui muinasjuttu , mis kuulsa Hans Christian Anderseni kodumaal tegelikkuseks sai .",advcl,"adit,com,sg"
18387900,42,47,raske,nom,"Te kirjeldasite meile väga veenvalt , kui raske on neid välja selgitada , ja ma usun , et see on raske .",advcl,"nom,pos,sg"
7359108,95,100,saama,ill,"Issanda välk pidi , nii näib patustele bioloogidele , millegi kloonimise moodi tembuga hakkama saama , kiusas Valeri Andrust , sest teoloogid räägivad Jehoova ja Jeesuse Kristuse , Isa ja Poja identsusest — igatahes lubatakse mõlema kohta kasutada sõna Issand .",advcl,"ill,main,ps,sup"
1323002,29,35,poisid,nom,Tüdrukud niisama kogenud kui poisid .,advcl,"com,nom,pl"
1539344,8,13,raske,nom,"Kuivõrd raske on NBA suuromanike hulka pääseda , koges Jordan omal nahal siis , kui ta üritas Charlotte'i kontrollpakendit ebaõnnestunult enda valdusse saada .",advcl,"nom,pos,sg"
1619067,108,113,kiire,nom,"Ka ei või internetitellimuse täitmisele väga kindel olla , eriti kui kirjandi õpetajale esitamisega on juba kiire , koges Eesti Päevaleht .",advcl,"nom,pos,sg"
4155136,95,99,häbi,nom,"Eesti Päevaleht koges presidendivalimiste kohta rahva häält kuulates , et paljudel on sügavalt häbi presidendivalimiste tänase käigu pärast .",advcl,"com,nom,sg"
4155630,95,99,häbi,nom,"Eesti Päevaleht koges presidendivalimiste kohta rahva häält kuulates , et paljudel on sügavalt häbi presidendivalimiste tänase käigu pärast .",advcl,"com,nom,sg"
11597100,8,13,raske,nom,"Kuivõrd raske on NBA suuromanike hulka pääseda , koges Jordan omal nahal siis , kui ta üritas Charlotte'i kontrollpakendit ebaõnnestunult enda valdusse saada .",advcl,"nom,pos,sg"
18843345,39,45,suitsu,adit,"Me oleme ilmselt kõik kogenud , et kus suitsu , seal tuld .",advcl,"adit,com,sg"
3860865,52,57,poole,gen,Eesti Pandipakend kogus esimesel kvartalil enam kui poole 2005. aasta vältel tagastatud pakendite kogusest .,advcl,"card,gen,l,sg"
10620910,13,28,heategevussaade,nom,"Kuna see oli heategevussaade , siis kogub see raha laste vaba aja sisustamiseks mõeldud asjade ostmiseks .",advcl,"com,nom,sg"
11163525,107,118,auhinnaraha,nom,Profimängijate seltsis võitis Woods neli turniiri ja kogus lõppeva aastaga enam kui kaks miljonit dollarit auhinnaraha .,advcl,"com,nom,sg"
12917377,94,99,raske,nom,"Viimased kogusid lava ette lustilise õhupallidega varustatud lasteväe , mistap vipirahval oli raske laval toimuvat jälgida .",advcl,"nom,pos,sg"
13420104,2,11,Vananevat,nom,""" Vananevat tunkedes põtra ja pingviiniks maskeeritud hamstrit , kes sind su piraadilaevalt ära võluvad , keerlevasse masinasse topivad ja mingisse imelikku maailma tassivad , ei kohta just iga päev . """,advcl,"nom,prop,sg"
10930785,107,113,Injult,nom,"Võttis oma kaks hobust ja kaks lehma , asetas linnupuuri vankrile ning kolis nagu mustlane murtud südamega Injult ära .",advcl,"nom,prop,sg"
13267551,16,20,Kula,nom,"Ning tühja sest Kula Shakerist , Aerosmith kompenseeris selle ärajäämise mitmekordselt .",advcl,"com,nom,sg"
512598,139,144,saama,ill,"Eelmistel valimistel konsulteerisin Tiit Vähit haridusküsimustes , sest ka tema nägemuses pidi tookord haridusministriks Peeter Kreitzberg saama .",advcl,"ill,mod,ps,sup"
15792043,185,192,valgust,part,"Allakirjutanud riiklik veterinaararst tõendab , et eespool kirjeldatud valk või toode koosneb täielikult madala riskiteguriga materjalist saadud muudelt loomadelt kui imetajatelt pärit valgust",advcl,"com,part,sg"
2464150,83,92,avantüüri,adit,"Rahvaliit on kogumispensioni süsteemi selle käivitamisest alates kritiseerinud kui avantüüri , mis halvendab praeguste pensionäride olukorda ja võtab riigieelarvele üle jõu käivaid kohustusi .",advcl,"adit,com,sg"
1076221,50,60,vaateakena,nom,"Konkursi kolmanda , spordikaupade kaupluse Dünamo vaateakena , on kujundanud Eesti Kunstiakadeemia Avatud Akadeemia kujunduskunsti eriala üliõpilased Piibe Piirma , Meret Kommer ja Mariann Laanep .",advcl,"nom,pos,sg"
67441,207,216,ekstrakti,gen,"Allen Ginsbergi tuntuim luuletus “ Ulg ” ( “ Howl ” , 1955 ) , mis kolumnist George F. Willi andmeil oli loodud “  peyote  , amfetamiinide ja deksedriini kokteili ” mõju all , kujutab endast nagu Woodstocki ekstrakti , tahtes öelda : meie ühiskond on omadega läbi , ma olen selle lootusetu toode , mida võin teha muud kui ulguda ?",advcl,"com,gen,sg"
181398,41,46,kiike,adit,"Seega kujutab Tesla trafo endast otsekui kiike , mis , saades õigel ajal väikeseid tõukeid , on suuteline saavutama märkimisväärset hoogu .",advcl,"adit,com,sg"
285971,9,14,range,nom,"Väliselt range ja kindluslik , kujutab ta endast seestpoolt vaadatuna erineval kõrgusel asuvate iluaedade keskele paigutatud hooneterühma .",advcl,"nom,pos,sg"
9994733,79,91,segavarianti,adit,"Estiko tootmishoonete tagumises sopis tegutsev OÜ Corol kujutab endast justkui segavarianti : dokumentide järgi on ametlik remondiettevõte , töökorralduse järgi justkui erategijad .",advcl,"adit,com,sg"
12938719,83,96,kongisüsteemi,adit,"Huul paistes , seljal paistab särgiku alt joonis , mis kujutaks justkui eurovangla kongisüsteemi .",advcl,"adit,com,sg"
16220927,67,71,paha,nom,"Mina ei saa siiani aru , mida see tähendab ; kui öeldakse , et kui paha , ta ju ei kujuta , ta kirjeldab !",advcl,"nom,pos,sg"
16998724,42,45,osa,nom,"Metsaseadus kujutab metsa kui ökosüsteemi osa ; põllumaad saab vaadata tootmisvahendina , metsamaad mitte .",advcl,"com,nom,sg"
8348494,85,92,bojaari,gen,Isegi nõukogude ajal krabas poolakas metsaülemat nähes mütsi peast ja kummardas nagu bojaari ees maani .,advcl,"com,gen,sg"
230154,31,35,vara,nom,"et oskusteave on immateriaalne vara ( eriteadmised ) ja seda on ilmselt võimatu detailselt fikseerida , siis on kuritarvitanud isikule nõuete esitamine komplitseeritud , sest kahjunõue peab olema selgelt väljendatav ja omama kindlat rahalist väärtust .",advcl,"com,nom,sg"
3420194,41,46,raske,nom,"Kurda sõbrannale või töökaaslasele , kui raske sul on .",advcl,"nom,pos,sg"
3427134,67,72,raske,nom,"Sama kurtis ka geograafiaõpetaja , sest temalgi oli oma ainet üsna raske õpetada .",advcl,"nom,pos,sg"
5526629,42,46,nägu,nom,"Me ju usaldasime teid , "" kurdab Tšižov , nägu väljendamas erakordset murelikkust .",advcl,"com,nom,sg"
9987111,30,34,sisu,nom,"Nagu ilmselt ka eelmise lause sisu - Eesti tuntud huumori- ja satiirimehed kurdavad avalikult , et uusi nalju sünnib vähe , sest elu on liialt karm olelusvõitlus .",advcl,"com,nom,sg"
