,text,span,correct
119,Novembri lõpus kavatsevad 60 eestlast ühel ajal jõuda ligi 6000-meetrise Kilimanjaro mäe tippu Aafrikas .,"{'start': 73, 'end': 88, 'text': 'Kilimanjaro mäe', 'labels': ['LOC']}",no
120,Ruhnus viib kohaliku külapoe omanik Vitali meid kohe Limo randa karu jälgi vaatama .,"{'start': 53, 'end': 63, 'text': 'Limo randa', 'labels': ['LOC']}",no
121,"Maastikuring , mille pikkus on 12,1 kilomeetrit ja mis kulgeb Rakke Linnamäel ning Edru mägedes , nõuab sõitjalt head treenitust ja oskust ratast valitseda , kuid rada on siiski oluliselt kergem kui maratonidel .","{'start': 83, 'end': 95, 'text': 'Edru mägedes', 'labels': ['LOC']}",no
122,Eile varahommikul Paide tehisjärve äärde kalale läinud Krassil ei olnud alguses püügiõnne .,"{'start': 18, 'end': 34, 'text': 'Paide tehisjärve', 'labels': ['LOC']}",no
123,"Kakumäe randa plaanitakse järgmiseks suveks rannahoonet , palliplatse ja vabaõhulava .","{'start': 0, 'end': 13, 'text': 'Kakumäe randa', 'labels': ['LOC']}",no
124,1682 - Prantsuse maadeuurija La Salle jõudis mööda Mississippi jõge Mehhiko laheni .,"{'start': 68, 'end': 82, 'text': 'Mehhiko laheni', 'labels': ['LOC']}",yes
125,Äkki peaksime kala adopteerima ja India ookeanist Soome lahte ümber kolima ?,"{'start': 34, 'end': 49, 'text': 'India ookeanist', 'labels': ['LOC']}",yes
127,Kaks aastat pärast seda alustas Hawaiil tööd USA Vaikse ookeani hoiatuskeskus .,"{'start': 49, 'end': 63, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",no
128,Hommikujooksu tegijaid võttis kuulsal Bondi rannal vastu põlevate eukalüptide kirbe lõhn .,"{'start': 38, 'end': 50, 'text': 'Bondi rannal', 'labels': ['LOC']}",no
129,"Vaadata ja pildistada on aga võimalik 100-kilomeetrise läbimõõduga Popikai kraatrit , mis asub Leena suudmes Taimõri poolsaare taga .","{'start': 109, 'end': 126, 'text': 'Taimõri poolsaare', 'labels': ['LOC']}",yes
130,"Kuid niisugune uus keskendumine Pärsia lahe piirkonnale on siiski laiema tähtsusega : hoolimata kõigist suurtest probleemidest Venemaa , NATO laienemise ja Hiinaga , asuvad kõige suuremad koheste poliitiliste ja diplomaatiliste raskuste piirkonnad Pärsia lahe ja Vahemere regioonis , Kesk-Aasias , Balkanil , Aafrikas - ehk "" Lõunas "" , nagu prantslased ütlevad .","{'start': 248, 'end': 259, 'text': 'Pärsia lahe', 'labels': ['LOC']}",yes
131,Sel kevadel kalasõja alana tuntuks saanud Liivi lahe osa on Saaremaa piirkonna piirivalvurite valvata .,"{'start': 42, 'end': 52, 'text': 'Liivi lahe', 'labels': ['LOC']}",yes
132,"Lihulas avati eile reoveepuhasti , mis on Haapsalu-Matsalu lahe keskkonnaprojekti esimene osa .","{'start': 42, 'end': 63, 'text': 'Haapsalu-Matsalu lahe', 'labels': ['LOC']}",yes
133,"Igas eas loodushuvilisi peaksid köitma ka lood Põhja-Ameerika piisoni ellujäämise saladusest , samuti Põhjaranniku äärses Soome lahes talvituvatest lindudest , virmalistest ja kaugetest reisidest .","{'start': 122, 'end': 133, 'text': 'Soome lahes', 'labels': ['LOC']}",yes
134,"Põhja-Tallinnas on tähtsaimaks Stroomi ranna väljaehitamine ja korrastamine - Stroomi rannast peab saama üle Eesti tunnustatud puhkekoht , ütles Järve .","{'start': 31, 'end': 44, 'text': 'Stroomi ranna', 'labels': ['LOC']}",no
135,"Inimohvritega suuri õnnetusi juhtus sealseis vetes eelmisel sajandil kolm : peale Estonia uppus saare külje all 1947. aasta jõulu-õhtul Ameerika kaubalaev Park Victory kümne madrusega par-dal ning 1929. aastal jäid veelgi lähemal , 300 meetrit Utö rannast merre kolmemastilisel purjekal Drake olnud kuus madrust .","{'start': 244, 'end': 255, 'text': 'Utö rannast', 'labels': ['LOC']}",no
136,Ainsana pealinna randadest on puhas ja ujumiskõlblik vesi Kakumäe rannas .,"{'start': 58, 'end': 72, 'text': 'Kakumäe rannas', 'labels': ['LOC']}",no
137,"Paldiski piirivalvurid märkasid eile kell 3.53 radarit jälgides , et juba kümne minuti jagu seisab Suur-Pakri saare põhjatipust kolme miili kaugusel läänes Krassi madalikul tundmatu laev , mis ei vasta kutsungile .","{'start': 156, 'end': 172, 'text': 'Krassi madalikul', 'labels': ['LOC']}",no
138,Harju mäe aluste tunnelite korrastamine ja turismiobjektina avamine on kirjas ka linnavõimu koalitsioonileppes .,"{'start': 0, 'end': 9, 'text': 'Harju mäe', 'labels': ['LOC']}",no
139,"Musumäele ( Viruvärava mägi ) valati skulptuuride tarbeks eelmisel nädalal kaks alust , 1,5 -2 meetri kõrguste kujude paigaldamine peaks esialgsete kavade kohaselt algama täna .","{'start': 12, 'end': 27, 'text': 'Viruvärava mägi', 'labels': ['LOC']}",no
140,""" Harku ja Pääsküla raba kaitseala moodustamine on oluline etapp Tallinna rahvuspargi rajamisel , "" ütles Ratas .","{'start': 11, 'end': 24, 'text': 'Pääsküla raba', 'labels': ['LOC']}",no
141,"Tänavu paisatakse Salmistu-Valkla rannas meredessandiga rannale 31 neljaliikmelist võistkonda , nende seas 14 välisvõistkonda 11 riigist .","{'start': 18, 'end': 40, 'text': 'Salmistu-Valkla rannas', 'labels': ['LOC']}",no
142,Teine pomm plahvatas pisut hiljem Bosporuse väina kaldal Ceylan Intercontinental hotelli juures .,"{'start': 34, 'end': 49, 'text': 'Bosporuse väina', 'labels': ['LOC']}",no
143,"Venemaa president Vladimir Putin peatas laupäeval ametlikult Venemaa osaluse tähtsas Külma sõja järgses tavarelvastusleppes , mille eesmärgiks oli piirata raskerelvade arvu Atlandi ookeani ja Uuralite vahelisel alal , põhjendades seda erakorraliste turvalisust puudutavate asjaoludega .","{'start': 173, 'end': 188, 'text': 'Atlandi ookeani', 'labels': ['LOC']}",yes
144,"Viimsi vald muutis eelmise aasta jaanipäeva paiku kaheksa päevaga kurikuulsa nn Antenniväljaku detailplaneeringut , mille tõttu saab Viimsi poolsaare keskel asuvale krundile ehitada 80 elamuühiku asemel 320 elamuühikut .","{'start': 133, 'end': 149, 'text': 'Viimsi poolsaare', 'labels': ['LOC']}",yes
145,"USA kaitseministeerium kavatseb vabastada mõned terrorismis kahtlustatavad vangid , keda hoitakse Kuubal Guantanamo lahe laagris , kuna nad ei ole enam ohtlikud ning neil pole pakkuda ka enamat luureinfot .","{'start': 105, 'end': 120, 'text': 'Guantanamo lahe', 'labels': ['LOC']}",no
146,Kopamehe sõnul moodustavad Triigi poolsaarel kasvavad puu ja põõsaliigid kolmandiku kogu Eesti puudest ja põõsastest .,"{'start': 27, 'end': 44, 'text': 'Triigi poolsaarel', 'labels': ['LOC']}",yes
147,"Piirivalvurid , Nordic Jet Line'i katamaraani meeskond ja veeteede ameti töötajad harjutavad kolmapäeval Tallinna lahel päästetegevust .","{'start': 105, 'end': 119, 'text': 'Tallinna lahel', 'labels': ['LOC']}",yes
148,Iisrael tõi väed Egiptusele kuuluvalt Siinai poolsaarelt välja ja riigid sõlmisid diplomaatilised suhted .,"{'start': 38, 'end': 56, 'text': 'Siinai poolsaarelt', 'labels': ['LOC']}",yes
149,"Kuigi eeliseks oli see , et naftatankerid ei koorma Bosporuse väina , näitasid arvestused , et Iraani või Venemaa kaudu on toru ehitada palju odavam .","{'start': 52, 'end': 67, 'text': 'Bosporuse väina', 'labels': ['LOC']}",no
150,"Vene Kaug-Idas Vitjazhi lahes paiknenud mereväebaasis õpetati kashelotte vaenlase sukeldujaid otsima , laevu ründama , pommid keha külge kinnitatud , ja teisi lahinguülesandeid täitma .","{'start': 5, 'end': 29, 'text': 'Kaug-Idas Vitjazhi lahes', 'labels': ['LOC']}",yes
151,""" Atlandi ookean on siiski avatud ookean ja seal on tankeriõnnetuse tagajärjed tunduvalt väiksemad kui Läänemerel , kus sellest tuleks ökokatastroof . ""","{'start': 2, 'end': 16, 'text': 'Atlandi ookean', 'labels': ['LOC']}",yes
152,"Tenson peab Pärnu lahe vee suuremaks puuduseks seda , et bakteriaalsed näitajad pole ühtlased ja veeproov võib nädalaga oluliselt muutuda .","{'start': 12, 'end': 22, 'text': 'Pärnu lahe', 'labels': ['LOC']}",yes
153,Tartu linnavalitsus soovib viie miljoni kroonise alghinnaga maha müüa südalinnas Lille mäel asuva mitu aastat ilmastikuoludele räsida olnud poolelioleva haldushoone .,"{'start': 81, 'end': 91, 'text': 'Lille mäel', 'labels': ['LOC']}",no
154,Lisaks staabis ringivaatamisele sõidab seltskond miinitraaleril Sulev Tallinna lahel ringi .,"{'start': 70, 'end': 84, 'text': 'Tallinna lahel', 'labels': ['LOC']}",yes
155,"Õhupall sõidab ligikaudu sajakilomeetrise tunnikiirusega enam kui 9000 meetri kõrgusel kirde suunas ja peaks senist kurssi jätkates ületama Põhja-Hiina ranniku , Korea poolsaare ja Jaapani .","{'start': 162, 'end': 177, 'text': 'Korea poolsaare', 'labels': ['LOC']}",yes
156,"Läbi Iraani kulgevad uimastite salakaubaveo trassid Afganistanist ja Pakistanist Pärsia lahele , Euroopasse ja Kesk-Aasiasse ning seal toimub sageli kokkupõrkeid uimastikaupmeeste ja julgeoleku vahel .","{'start': 81, 'end': 94, 'text': 'Pärsia lahele', 'labels': ['LOC']}",yes
157,"Tallinna Pirita rannas avatakse esmaspäeval rannahooaeg , ülejäänud kolm Tallinna avalikku randa - Kakumäe , Harku ja Stroomi rand avatakse ametlikult 3. juunil .","{'start': 118, 'end': 130, 'text': 'Stroomi rand', 'labels': ['LOC']}",no
158,"USA ja Ladina-Ameerika suurte banaanitootjariikide nn. banaanisõda Euroopa Liidu vastu kestab juba mitu aastat , sest Euroopa Liit on andnud eelisseisundi banaanikaubanduses endistele Kariibi mere , Vaikse ookeani ja Aafrika kolooniatele .","{'start': 199, 'end': 213, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
159,"Lähima 50 aasta jooksul kolmekordistub ka Aasiast ja Vaikse ookeani saartelt pärit ameeriklaste arv , ulatudes 38 miljoni ehk üheksa protsendini .","{'start': 53, 'end': 67, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
160,"Keskkonnainspektsiooni Pärnu osakonna vaneminspektori Aavo Sempelsoni andmeil on Pärnu lahelt tabatud ka suurema kalakogusega röövpüüdjaid , kuid keskkonnale tekitatud kahju eest nõutav hüvitis kujunes rekordiliseks seetõttu , et keelualal püüdmise eest on seadusega ette nähtud tavalisest kolm korda suurem summa .","{'start': 81, 'end': 93, 'text': 'Pärnu lahelt', 'labels': ['LOC']}",yes
161,Tallinna Kesklinna tuletõrjekomando sai Kadrioru tiigi juurde väljakutse kell 14.16.,"{'start': 40, 'end': 54, 'text': 'Kadrioru tiigi', 'labels': ['LOC']}",no
162,"Sihtpunktini , Salmistu rannani , on jäänud veel palju kilomeetreid .","{'start': 15, 'end': 32, 'text': 'Salmistu rannani ', 'labels': ['LOC']}",no
163,"Piirivalveameti pressiesindaja Urmo Kohv ütles ETAle , et laev jõudis kell 14.45 Kolka poolsaare juures madalikule .","{'start': 81, 'end': 96, 'text': 'Kolka poolsaare', 'labels': ['LOC']}",no
164,"Austraalia huvi sõnastas aga üks saareametnik : "" Omada keset India ookeani sellist lennukikandjat - selle eest võib ju igal aastal mõnedkümned miljonid maksta .","{'start': 62, 'end': 75, 'text': 'India ookeani', 'labels': ['LOC']}",yes
165,"Siis jõuavad kätte Brasiilia ja Kariibi mere saared , läbi Panama kanali sõidetakse Vaiksele ookeanile , kus on palju peatuskohti .","{'start': 84, 'end': 102, 'text': 'Vaiksele ookeanile', 'labels': ['LOC']}",yes
166,Viiendaks : vaadata Copacabana või Ipanema rannal tüdrukuid .,"{'start': 35, 'end': 50, 'text': 'Ipanema rannal ', 'labels': ['LOC']}",no
167,"Samas tõdes Ojava , et reostus paistis olevat Tallinna lahel ja selle ümbruses triivinud juba mitu päeva , mistõttu on selle tekitajat väga raske tabada .","{'start': 46, 'end': 60, 'text': 'Tallinna lahel', 'labels': ['LOC']}",yes
168,Vaikse ookeani äärsete riikide juhid otsustasid Ühendriikide presidendi Bill Clintoni survel nõuda uut ülemaailmset vabakaubanduskõneluste vooru järgmisel aastal .,"{'start': 0, 'end': 14, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
169,"Vaikse ookeani äärest Kaukaasiani ja kaugemale on Moskva uus juhtkond võtmas kasutusele aina agressiivsemat välispoliitikat , mis on rajatud pigem vastasseisule Läänega kui partnerlusele .","{'start': 0, 'end': 14, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",no
170,"Bernard Buigues plaanib seda eksponeerida Hatanga koobastes , kuhu lisaks mammutile hakatakse tooma teisi väljasurnud loomade jäänuseid .","{'start': 42, 'end': 59, 'text': 'Hatanga koobastes', 'labels': ['LOC']}",no
171,Maailma esimese triivjaama rajajaid ; tema nime kannab Banksi maal ( saar Kanada Arktika saarestiku lääneosas ) voolav jõgi ( Masik River ) .,"{'start': 81, 'end': 99, 'text': 'Arktika saarestiku', 'labels': ['LOC']}",no
172,"Keskaegkonna lõpul kriidi ajastul alanud ning uusaegkonnas jätkunud Alpi kurrutus on loonud Alpid , Apenniinid , Karpaadid , Krimmi ja Kaukaasia mäed , Atlase mäed ja enamiku Väike-Aasiast kuni Malaka poolsaareni kulgevatest mäestikest .","{'start': 135, 'end': 149, 'text': 'Kaukaasia mäed', 'labels': ['LOC']}",no
173,"Ometi ei osanud daam , kes tööalaselt linna juhtidega pidevalt lävib ( Kink on Eesti juhtiva hüdrogeoloogina aastaid jälginud Pakri poolsaare vete puhtust ) , kuidagi arvata , et tema huvidest nii mööda vaadatakse .","{'start': 126, 'end': 141, 'text': 'Pakri poolsaare', 'labels': ['LOC']}",yes
